CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;B015;B016;B017;B018;B019;B031_01;B032_01;B033_01;B034_01;B035_01;B038_01;B039_01;B040_01;B041_01;B042_01;B043_01;B043_02;B043_03;B043_04;B043_05;MI02_01;MI02_02;MI02_03;MI02_04;MI02_05;MI02_06;MI02_07;MI02_08;MI02_09;MI02_10;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_10;MF02_11;MF02_12;MF02_13;MF02_14;MF02_15;MF02_16;MF03_01;MF03_02;MF03_03;MF03_04;MF03_05;MF03_06;MF03_07;MF03_08;MF03_09;MF03_10;MF03_11;MF03_12;MF03_13;MF03_14;MF03_15;MF03_16;ZU02_01;ZU03_01;ZU04_01;ZU05_01;ZU06;ZU07;ZU08_01;GN01_01;GN02_01;GN03_01;GN04_01;GN05_01;VA01_01;DE01_01;DE02;DE03;DE04;DE05;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
709;6NVJH3;;base;interview;07.02.15 19:24;7;2;2;4;1;90;47;13;90;75;1;0;1;3;0;;;;;;7;5;2;1;3;5;2;2;3;6;2;5;1;2;4;1;5;6;3;2;2;5;5;3;5;1;2;4;4;4;1;5;2;1;3;4;5;5;1;5;-9;1;1;50;77;7;2;7;;Egoist;Altruist;unentschlossen;Undercover-Egoist;Undercover-Altruist;offen;22;2;1;3;1;1;21;21;9;3;15;7;21
711;NC57LD;;base;interview;07.02.15 20:23;7;3;3;2;2;19;88;53;26;67;10;3;5;7;4;12;;;9;;6;4;1;1;4;4;2;1;2;6;5;4;3;3;3;1;6;5;4;2;3;5;4;3;3;1;4;5;4;4;2;4;6;4;3;1;1;3;2;3;1;1;4;80;73;5;3;1;;Gierhals;Menschenfreund;zögerlich;Spieler;Zauderer;offen;51;1;1;2;1;1;21;21;5;1;5;6;11
715;5LRF3D;;base;interview;08.02.15 10:59;4;4;5;5;6;52;56;53;55;52;6;7;10;10;5;;;;;;4;-9;2;3;4;5;4;4;5;4;4;5;3;3;5;1;5;6;6;4;5;6;6;5;5;1;4;6;2;2;3;5;6;4;5;3;5;3;4;2;1;3;-9;80;-1;-9;3;7;;vorsichtig;risikofreudig;gambler;Blender;---;offen;30;1;2;-9;1;1;21;21;14;7;36;37;73
717;O7WEHC;;base;interview;08.02.15 13:43;6;3;2;2;3;98;28;32;9;8;7;7;3;7;7;;;;;;4;3;1;2;1;1;6;3;2;2;2;6;1;4;3;4;4;6;3;3;1;5;5;6;5;1;3;6;5;5;2;6;5;6;3;2;2;3;1;3;4;1;1;100;53;3;3;1;;ego;altro;zufall;ego2;altro2;verdeckt;44;2;2;-9;1;1;21;21;9;2;10;15;25
719;H3V3FD;;base;interview;08.02.15 14:21;5;2;6;1;2;26;75;95;1;51;8;1;1;10;3;;;;;;5;4;2;2;3;2;5;1;2;6;5;5;3;2;3;1;5;5;6;2;4;6;6;4;4;2;4;5;4;4;3;4;6;4;3;2;2;6;3;1;3;1;1;90;68;5;3;1;;egoistisch;sehr sozial;fair;intrigant und unfair;unsicher;offen;30;1;2;-9;1;1;21;21;9;2;10;14;24
721;5W7JO3;;base;interview;08.02.15 15:50;4;7;5;2;2;35;72;83;15;59;7;3;1;8;4;;;;;;7;7;6;1;6;7;1;6;7;7;6;5;1;3;4;1;6;6;5;4;4;6;6;4;3;4;6;5;4;4;4;5;6;6;4;2;1;6;4;6;3;4;5;85;67;5;3;3;;gierig;großzügig;gerecht;unentschlossen;unsicher;verdeckt;21;1;1;4;1;1;21;21;8;1;8;31;39
722;IZVHRI;;base;interview;08.02.15 16:15;6;4;3;3;3;24;101;53;19;99;5;5;5;5;5;10;3;;10;3;7;7;1;1;4;4;1;4;4;7;6;5;5;5;6;1;6;6;6;6;6;6;6;6;6;5;5;6;4;4;6;6;6;6;5;1;6;5;6;6;5;1;1;50;54;7;3;6;;Egoist;uneigenützig;Zufallstyp;Egoist;uneigennützig;offen;51;1;2;-9;1;1;21;21;4;1;5;22;28
723;CGJWZM;;base;interview;08.02.15 16:16;3;5;5;6;2;43;47;88;14;55;7;7;3;9;4;;;;;;4;5;4;4;5;5;5;5;5;4;4;4;1;4;5;1;6;4;4;1;5;6;6;2;4;1;5;6;4;4;1;5;6;6;1;1;1;6;6;4;1;1;-9;50;-1;6;3;3;Eine der spannendsten Umfragen an der ich bisher teilgenommen habe. Danke!;selbstbewusst;unsicher;fair;Blender;wankelmütig;offen;41;1;-9;-9;1;1;21;21;11;5;28;6;34
725;XCCKKV;;base;interview;08.02.15 16:36;5;6;5;3;2;20;94;88;39;40;7;1;0;4;4;;;;;;7;6;5;1;7;6;4;6;5;6;6;5;2;6;5;2;6;6;6;4;5;5;6;6;-9;4;5;6;6;5;6;6;6;6;6;4;5;6;4;5;5;1;-9;80;86;5;3;3;;Egoist;großzügig;fair;fragwürdig;merkwürdig;verdeckt;63;2;1;4;1;1;21;21;10;4;21;6;27
726;10F4U1;;base;interview;08.02.15 18:56;7;2;2;3;2;101;18;12;15;1;0;3;3;3;5;;;;;;6;6;5;1;4;4;1;5;4;5;5;5;1;3;5;3;5;5;5;2;5;6;5;5;5;1;5;5;4;4;3;5;4;5;1;1;2;6;5;5;3;1;1;11;48;-9;3;3;Was für ein Schwachsinn. Erst denkt man, es geht um ökonomische Verhaltensweisen, aber letztendlich ist das Spiel doch Stochastik und hat mit Moral nichts zu tun. Es wäre etwas anderes, wenn die Verteilung 60:20 nicht fest vorgegeben wäre, sondern variabel zu bestimmen wäre.;rational;dumm;dumm;dumm;dumm;offen;45;1;2;-9;1;1;21;21;9;3;15;34;49
730;UHT6PS;;base;interview;09.02.15 08:56;7;2;4;4;2;90;19;1;10;10;5;10;10;8;10;;7;;;;7;6;4;1;4;3;2;5;4;6;3;4;2;5;4;4;5;6;6;5;3;6;6;4;3;5;5;5;4;5;2;6;4;5;4;3;2;6;1;4;3;4;7;80;51;7;3;7;;direkt vorteilssuchend;direkt gleichgültig;schicksalsergebend;unentschieden egoistisch;geringe Selbstachtung;verdeckt;27;2;1;1;1;1;21;21;6;1;7;0;7
731;HVPF3Z;;base;interview;09.02.15 08:59;6;3;4;2;2;52;67;31;13;30;5;4;6;8;8;;;;;;7;7;2;1;3;2;2;4;5;4;4;5;1;3;2;3;4;5;5;2;2;5;5;4;4;3;3;5;2;2;2;6;5;5;5;1;1;6;2;4;4;1;2;35;63;5;3;3;;Eigennützer;Selbstlose ;Unsichere;Zögerliche Egoisten;zögerlich und schwach;verdeckt;48;1;2;-9;1;1;21;21;9;2;10;15;25
732;HB0WJV;;base;interview;09.02.15 09:35;5;4;3;2;2;50;85;45;21;45;2;1;3;5;3;;;;;;7;4;4;6;6;6;5;6;4;5;5;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;6;5;5;4;4;4;5;5;4;4;4;5;60;86;6;3;1;;Egoist;Wohltäter;Unentschieden;Gauner;Gönner;offen;65;1;2;-9;1;1;21;21;9;2;10;30;40
735;NNUHSM;;base;interview;09.02.15 15:39;3;4;4;5;2;33;2;9;2;2;10;10;10;10;10;5;5;5;;8;7;4;1;1;1;5;2;7;5;6;5;2;1;1;2;1;6;6;6;2;2;-9;5;4;2;1;3;4;2;2;1;6;4;6;5;2;2;2;4;2;2;1;-9;33;91;4;3;3;;dominant;unterwürfig;delegierend;hinterlistig;selbstschädigend;offen;49;2;2;-9;1;1;21;21;6;4;19;21;40
736;R5NNHI;;base;interview;09.02.15 16:23;7;4;2;;;44;58;51;;;7;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;habgierig;großzügig;Spieler;;;verdeckt;;;;;;0;9;9;0;0;0;4;4
737;LD6ADB;;base;interview;09.02.15 18:01;5;2;5;3;2;21;60;63;34;39;10;0;4;9;3;;;;;;7;7;6;1;6;6;2;5;5;5;6;6;1;3;1;1;6;6;3;1;2;6;6;6;4;1;5;6;1;3;2;6;6;6;3;1;2;6;6;3;1;1;1;99;24;2;3;7;;eigennützig;uneigennützig;entscheidungsunfreudig;unüberlegt;unüberlegt;verdeckt;25;1;2;-9;1;1;21;21;9;2;10;2;12
738;XRZ6MR;;base;interview;09.02.15 19:33;3;7;6;2;2;44;37;27;15;81;7;4;8;9;4;;;;;;6;4;1;1;3;4;5;5;6;3;5;2;1;2;3;2;5;6;5;2;4;5;6;2;2;2;5;5;2;2;1;6;5;6;1;1;1;2;6;4;2;1;-9;80;-9;5;3;7;;ehrlich und selbstsicher;gefallsüchtig ;entscheidungsscheu;impulsiv oder hinterhälti;unberechenbar;offen;29;1;2;-9;1;1;21;21;11;4;22;44;66
742;ZGKEK2;;base;interview;10.02.15 10:12;6;5;7;4;2;100;101;55;2;2;3;3;3;3;3;;;;;;5;3;1;1;5;5;3;4;4;3;5;5;4;3;4;1;6;5;5;2;5;5;6;5;4;1;5;6;6;4;1;5;4;6;4;1;1;3;2;4;3;1;5;100;-1;2;3;-9;;macher;monetär unabhängig;spieler;falscher spieler;unentschlossen;offen;;1;2;-9;1;1;21;21;13;6;30;0;30
745;26U3GL;;base;interview;10.02.15 14:22;7;3;4;2;5;80;33;8;49;2;7;5;9;6;10;3;;;;;6;6;4;2;4;4;2;4;5;6;5;4;3;3;4;1;6;5;6;3;4;6;6;4;5;4;6;6;5;3;5;6;6;6;3;2;5;5;3;5;2;1;5;50;73;1;3;1;war länger als 20 min.;Normal;Spendabel;Ängstlich;Unsicher;sehr ängstlich;offen;61;2;2;-9;1;1;21;21;6;1;7;0;7
746;4EZVSU;;base;interview;10.02.15 14:43;7;2;2;2;2;32;77;21;19;78;8;0;6;8;0;6;0;4;6;0;7;6;1;1;5;5;4;5;4;4;6;6;1;3;4;1;6;6;6;3;4;6;6;3;6;1;4;6;2;4;1;6;5;6;2;1;1;6;6;6;2;1;1;90;66;3;3;3;;Vorteilsnehmer;Sozialen;Risikospieler;Unsicheren Vorteilsnehmer;unsicheren Sozialen;verdeckt;25;1;2;-9;1;1;21;21;3;1;4;4;8
750;JNY1V7;;base;interview;10.02.15 21:00;7;2;3;2;2;67;15;33;1;1;7;8;10;10;5;;;;;;7;6;5;1;5;5;1;6;5;6;6;6;3;3;3;1;6;6;5;2;2;5;5;4;4;4;5;5;5;3;2;6;6;6;4;2;1;6;1;4;2;1;6;50;82;5;3;1;;realistisch;dumm;Zocker;FALSCH;ängstlich;offen;28;1;2;-9;1;1;21;21;9;2;10;10;20
753;FRB0MO;;base;interview;11.02.15 14:58;5;3;4;4;3;32;41;49;25;40;10;5;5;10;5;;;3;;;7;7;1;1;5;2;2;4;6;7;5;4;2;4;4;2;5;5;6;4;5;5;5;4;4;1;4;6;4;5;6;6;6;6;6;1;2;2;1;5;4;1;1;50;98;6;3;1;;egoistisch;altruistisch;neutral;egoistisch;entscheidungsunfähig;verdeckt;65;2;2;-9;1;1;21;21;8;2;9;0;9
754;TG9MZT;;base;interview;11.02.15 19:17;6;6;7;2;2;49;72;61;17;60;3;0;1;5;1;;;;4;;6;5;1;1;2;2;2;4;5;6;4;5;2;2;3;1;4;6;6;4;3;5;6;3;2;4;6;6;4;4;2;5;6;6;5;3;1;5;4;4;3;1;3;80;100;7;3;3;Ein wirklich spannender Untersuchungsgegenstand! Auch die Studie ist sehr interessant und angenehm aufgebaut. Ich würde mich sehr für die Ergebnisse interessieren!;selbstbelohnend;fremdbelohnend;entscheidungsvermeidend;vermeidend-pro-Ego;vermeidend-contra-Ego;offen;31;1;2;-9;2;1;21;21;6;1;7;1;8
755;8PRBSM;;base;interview;11.02.15 19:21;6;2;2;2;3;36;51;31;23;9;5;1;1;5;8;2;;3;;;6;4;2;2;5;5;3;2;3;5;5;4;3;2;4;2;5;5;5;4;3;6;5;3;3;4;5;-9;3;4;3;5;5;5;4;4;4;5;4;3;3;3;-9;50;-1;2;3;6;;unkompliziert;Träumer;entscheidungsschwach;unlogisch;Täuscher;verdeckt;60;2;2;-9;1;1;21;21;10;5;27;4;31
756;X288K6;;base;interview;11.02.15 20:36;6;4;3;3;2;71;101;51;59;101;6;3;4;8;1;;;;;;7;5;1;1;4;1;2;5;5;6;3;5;2;5;5;2;6;6;6;3;3;6;6;4;4;1;5;4;5;5;2;6;6;5;3;2;1;5;3;3;5;2;1;30;100;6;3;2;;normal;gönnerhaft;unentschlossen;clever;gönnerhaft;offen;32;2;2;-9;1;1;21;21;9;2;10;37;47
757;MBY86N;;base;interview;11.02.15 22:42;4;4;3;3;3;43;74;53;27;68;6;3;5;7;4;;;;;;6;4;4;2;5;3;3;3;3;6;5;4;2;2;4;1;5;5;4;4;2;5;5;3;4;2;4;4;5;3;3;5;4;4;4;3;3;4;4;3;4;1;3;60;76;5;3;3;;eigennützig;altruistisch;zufallsbetont;verdeckt eigennützig;verdeckt altruistisch;offen;62;2;1;7;1;1;21;21;8;1;8;7;15
758;69ZNQT;;base;interview;12.02.15 15:11;7;2;3;2;3;101;1;48;49;49;0;0;0;0;0;;;;;;7;7;4;1;4;1;1;7;6;7;5;6;2;1;6;1;6;6;6;1;5;6;6;3;3;1;6;6;5;4;1;6;6;6;4;1;1;4;4;6;1;1;-9;100;98;1;3;3;"Spannendes Experiment. 
Sehe ich das richtig, dass das Gesamtergebnis der beiden Spieler maximiert wird, wenn beide sich selbst 60 ECU geben? Oder jeweil beide dem anderen 60ECU geben. Sobald ein Mix geantwortet wird, kommt eine Ungleichverteilung heraus?
Wo werden die Ergebnisse der Studie veröffentlicht?";Realist;Gutmensch;Entscheidungsvermeider;Zögerer1;Zögerer2;verdeckt;35;2;2;-9;1;1;21;21;9;3;14;24;38
759;5T1TNM;;base;interview;12.02.15 17:47;7;4;5;4;2;1;101;1;13;63;10;1;10;10;3;;;;;2;7;7;4;1;7;7;1;3;3;7;6;6;3;3;6;1;6;6;6;6;6;6;6;6;6;3;6;6;6;3;6;6;6;6;3;1;3;6;3;6;1;1;1;50;3;7;3;3;;Ego;Sozial;Flocki;Spieler;Schüchtern;offen;46;1;2;-9;1;1;21;21;8;2;9;15;24
764;GTF6MZ;;base;interview;13.02.15 14:10;4;3;5;2;1;51;51;52;50;1;10;2;8;10;10;;;;;;6;4;4;2;4;4;-9;4;4;5;5;4;2;2;3;1;6;5;4;3;-9;6;6;4;3;5;5;5;5;3;5;5;5;5;4;5;4;4;2;3;5;4;6;80;17;2;2;1;bitte senden Sie mir Ihre Ergebnisse. War eine sehr spannende Umfrage!;egoistisch;hoffend;konfliktscheu;umständlich;sinnlos;offen;27;1;2;-9;1;1;21;21;10;4;23;7;30
765;1JD4MK;;base;interview;13.02.15 14:21;7;3;4;7;3;52;49;27;22;17;10;10;10;10;10;;;;;;6;5;4;4;4;4;4;4;5;5;5;5;3;4;5;4;5;5;6;4;6;6;6;6;5;4;4;5;6;5;5;5;5;5;4;2;5;4;5;4;4;1;4;90;46;3;3;1;;egoistisch;altruistisch;entscheidungslabil;berechnend;inkonsequent;verdeckt;63;1;2;-9;1;1;21;21;9;2;10;0;10
766;9RNH2T;;base;interview;13.02.15 19:26;6;4;7;3;2;47;100;101;36;73;5;2;3;4;3;6;1;2;3;4;6;4;1;1;4;4;2;6;4;4;6;5;3;4;5;1;5;5;5;2;4;6;5;3;3;1;5;6;6;5;4;6;6;6;5;2;3;5;5;5;5;2;4;50;-1;6;3;1;;selbstsüchtig;großzügig;fair;ängstlich;nicht risikofreudig;offen;32;1;1;3;1;1;21;21;3;1;8;4;12
767;6VH6JI;;base;interview;14.02.15 13:39;7;3;3;2;2;32;77;31;19;23;7;3;5;6;6;8;;;7;;6;5;3;2;6;3;2;6;5;5;6;5;4;3;4;2;6;5;6;4;3;6;6;3;5;3;4;6;5;5;2;5;5;5;4;2;2;5;2;3;4;2;4;33;87;4;3;2;"Bitte keine  "" nicht "" - Fragen  stellen. Diese  "" nicht "" - Fragen sind vielfach in der doppelten Negation für die meisten Befragten zu kompliziert zu beantworten. ";Chef;Selbstlos;Spieler;Pseudo-Chef;Pseudo-Spieler;verdeckt;55;2;2;-9;1;1;21;21;5;1;6;1;6
768;3MSDA8;;base;interview;14.02.15 16:33;6;3;5;4;2;28;83;8;18;55;8;5;9;8;6;7;3;;;5;7;6;2;1;5;2;1;3;6;7;2;5;1;1;1;1;5;6;2;1;1;2;5;3;1;1;4;5;2;2;1;3;2;3;4;1;1;4;1;6;1;1;2;51;71;6;3;3;Mit gemischten Gefühlen teilgenommen. Hat Spaß gemacht. Die Fragen zur Feststellung meines Wesens waren gut geschrieben und haben in Ihrer Diversität überzeugt.;normal;aufopfernd;langweillig;feige;feige;offen;23;2;2;-9;1;1;21;21;4;1;5;39;44
770;FKUXWM;;base;interview;15.02.15 16:01;5;2;5;3;2;54;53;20;12;20;5;0;4;6;5;;;7;;;6;5;2;3;3;1;2;3;2;4;5;5;2;3;2;1;5;6;4;2;1;6;5;3;2;1;4;5;6;5;1;5;4;5;3;1;3;5;3;3;3;1;7;75;77;7;3;1;;egoistisch;rücksichtsvoll;nicht selbstbewusst;zögerlich;nicht nachvollziehbar;verdeckt;25;2;2;-9;1;1;21;21;8;2;9;2;11
772;UXR0NE;;base;interview;15.02.15 21:31;7;4;5;3;3;34;94;101;3;82;10;0;1;10;4;;;;;;7;6;2;1;3;5;2;4;3;6;5;6;1;2;2;1;5;6;4;2;2;6;6;3;1;1;5;6;3;4;2;6;3;6;2;1;1;6;3;5;3;2;2;80;87;1;3;3;"Interssant ...
Mich würden die Schlussfolgerungen interessieren, die sie daraus ziehen.";Egoisten;Wohltäter;Gerechte;Verkappte Egoisten;Verkappte Wohltäter;offen;40;1;2;1;1;1;21;21;6;1;6;14;20
773;727NTQ;;base;interview;16.02.15 11:32;3;3;7;2;2;52;50;51;2;2;10;0;5;3;2;;;;8;3;7;7;1;1;1;1;1;3;1;7;6;3;1;1;1;1;6;5;1;3;1;6;4;1;5;1;6;3;4;4;1;6;6;3;1;1;1;5;2;4;5;1;5;50;73;7;3;1;"Ich habe großen Respekt vor der Aufgabe, Fragebögen zu schwierigen Themen zu entwerfen, die man wirklich beantworten kann, bei deren Beantwortung ich also nicht denke ""da kann ich doch eigentlich gar nichts beantworten"". Das ist auch bei diesem Fragebogen manchmal an der Grenze. Aber weitgehend sind die Fragen doch so konkret und eingegrenzt, dass eine Antwort möglich ist. Da kenne ich ganz andere Beispiele, bei denen ich denke ""mit den Ergebnissen kann doch kein Mensch etwas anfangen"". Also: Respekt!";schnell und egoistisch;schnell und uneigennützig;verantwortungsscheu;egoistischer Zauderer;uneigennütziger Zauderer;offen;51;2;2;-9;1;1;21;21;5;1;6;3;8
774;LEY7NF;;base;interview;16.02.15 11:58;7;2;6;3;2;22;59;100;13;18;5;5;10;3;2;;;;;;7;4;4;1;3;6;2;1;1;7;5;5;2;3;4;1;6;6;6;2;6;6;6;4;5;1;4;6;4;3;3;5;6;6;5;1;3;5;1;4;2;2;-9;100;14;-9;3;6;"Knackige Fragen zu sehr ernsten und aktuellen Themen. 
Schön wäre, wenn sich durch solche Umfragen auch mal etwas verändern würde und Rechtsprechung der Gerechtigkeit näher käme, und Toleranz nicht mehr als Einbahnstraße betrachtet würde.";unfair aber menschlich;naiv;clever; unstet, unzuverlässig;unstet, unsicher;verdeckt;39;1;1;5;1;1;21;21;9;3;18;18;36
775;JSUWA4;;base;interview;16.02.15 12:16;7;2;4;2;2;77;94;53;9;55;1;0;4;10;3;2;;;;;7;7;5;1;6;6;1;6;6;7;4;2;2;2;4;1;5;5;6;2;5;6;6;4;2;1;5;5;5;4;4;6;5;5;2;1;1;4;4;5;2;1;1;50;2;7;3;3;;spontane Egoisten;spontane Geber;Glücksspieler;egoistische Blender;grübelnden Geber;offen;52;2;2;-9;1;1;21;21;8;2;9;5;14
777;843BVK;;base;interview;16.02.15 17:03;7;4;5;2;3;32;80;81;11;19;7;5;4;5;5;;;;6;6;7;6;1;1;3;5;1;6;5;6;5;3;3;2;4;1;6;5;6;4;4;6;6;5;3;2;6;5;5;5;4;6;5;5;4;2;2;6;3;5;4;1;-9;90;100;6;3;3;;Ego;sozial;fair;seltsam;seltsam 1;verdeckt;52;2;1;-9;1;1;21;21;8;3;14;29;43
779;VML7T4;;base;interview;16.02.15 20:12;7;2;3;2;2;68;34;57;18;18;6;2;5;7;5;;;;;;7;6;1;1;5;1;1;5;4;6;6;4;1;1;1;1;3;4;6;1;1;6;6;4;3;1;4;5;5;3;1;6;5;5;3;1;1;6;2;2;3;1;4;90;-1;5;3;5;;normal;faul;Glück;link;link2;offen;23;1;1;4;1;1;21;21;9;3;14;104;117
